col1, col2, col3, col4, col5, pk, col1, col2, col3, pk2
16, 79, 44, 4, 34, 4, 79, 16, 24, 10
16, 67, 79, 35, 61, 2, 79, 16, 24, 10
94, 21, 8, 28, 56, 2, 23, 94, 6, 5
88, 14, 1, 4, 49, 10, 22, 88, 5, 1
52, 56, 68, 16, 37, 2, 34, 52, 79, 2
52, 56, 68, 16, 37, 2, 12, 52, 31, 4
22, 73, 72, 70, 5, 1, 39, 22, 59, 10
52, 4, 30, 41, 54, 4, 34, 52, 79, 2
52, 4, 30, 41, 54, 4, 12, 52, 31, 4
16, 28, 71, 75, 70, 5, 79, 16, 24, 10
10, 17, 24, 34, 83, 9, 91, 10, 11, 4
52, 27, 100, 31, 70, 6, 34, 52, 79, 2
52, 27, 100, 31, 70, 6, 12, 52, 31, 4
4, 34, 87, 92, 94, 9, 59, 4, 59, 4
58, 4, 35, 75, 94, 6, 18, 58, 37, 5
16, 45, 32, 56, 30, 7, 79, 16, 24, 10
4, 98, 80, 23, 84, 2, 59, 4, 59, 4
22, 22, 28, 96, 52, 2, 39, 22, 59, 10
58, 91, 1, 93, 29, 2, 18, 58, 37, 5
46, 79, 92, 64, 91, 8, 53, 46, 60, 7
94, 8, 32, 57, 86, 8, 23, 94, 6, 5
94, 44, 31, 67, 71, 5, 23, 94, 6, 5
16, 58, 91, 86, 36, 8, 79, 16, 24, 10
10, 62, 35, 61, 13, 3, 91, 10, 11, 4
10, 49, 38, 93, 98, 2, 91, 10, 11, 4
88, 1, 37, 92, 17, 2, 22, 88, 5, 1
46, 30, 38, 38, 53, 9, 53, 46, 60, 7
22, 28, 52, 95, 52, 1, 39, 22, 59, 10
88, 48, 20, 46, 21, 6, 22, 88, 5, 1
52, 61, 86, 45, 14, 6, 34, 52, 79, 2
52, 61, 86, 45, 14, 6, 12, 52, 31, 4
46, 39, 90, 15, 2, 5, 53, 46, 60, 7
52, 82, 96, 6, 82, 6, 34, 52, 79, 2
52, 82, 96, 6, 82, 6, 12, 52, 31, 4
88, 44, 98, 83, 70, 10, 22, 88, 5, 1
88, 13, 29, 80, 55, 8, 22, 88, 5, 1
4, 27, 50, 78, 12, 7, 59, 4, 59, 4
52, 88, 4, 25, 55, 8, 34, 52, 79, 2
52, 88, 4, 25, 55, 8, 12, 52, 31, 4
58, 39, 42, 77, 83, 4, 18, 58, 37, 5
4, 4, 22, 89, 54, 5, 59, 4, 59, 4
4, 63, 1, 73, 100, 7, 59, 4, 59, 4
10, 22, 65, 91, 19, 7, 91, 10, 11, 4
4, 51, 62, 8, 92, 4, 59, 4, 59, 4
16, 37, 90, 82, 15, 7, 79, 16, 24, 10
88, 91, 26, 50, 25, 1, 22, 88, 5, 1
88, 22, 5, 74, 73, 3, 22, 88, 5, 1
28, 26, 82, 96, 32, 2, 64, 28, 67, 5
28, 95, 29, 22, 9, 3, 64, 28, 67, 5
58, 66, 80, 32, 53, 3, 18, 58, 37, 5
4, 93, 8, 80, 61, 8, 59, 4, 59, 4
22, 43, 23, 54, 7, 9, 39, 22, 59, 10
88, 65, 22, 26, 93, 8, 22, 88, 5, 1
28, 21, 64, 56, 97, 1, 64, 28, 67, 5
46, 73, 6, 85, 84, 4, 53, 46, 60, 7
10, 81, 32, 41, 85, 10, 91, 10, 11, 4
4, 45, 40, 56, 79, 10, 59, 4, 59, 4
58, 22, 9, 1, 5, 7, 18, 58, 37, 5
16, 18, 79, 42, 7, 5, 79, 16, 24, 10
94, 95, 63, 81, 13, 2, 23, 94, 6, 5
22, 16, 43, 27, 59, 10, 39, 22, 59, 10
10, 62, 54, 85, 59, 3, 91, 10, 11, 4
52, 32, 92, 96, 10, 9, 34, 52, 79, 2
52, 32, 92, 96, 10, 9, 12, 52, 31, 4
16, 29, 63, 72, 10, 9, 79, 16, 24, 10
52, 80, 36, 57, 6, 9, 34, 52, 79, 2
52, 80, 36, 57, 6, 9, 12, 52, 31, 4
4, 95, 7, 75, 86, 10, 59, 4, 59, 4
58, 56, 98, 82, 21, 4, 18, 58, 37, 5
4, 21, 63, 79, 95, 4, 59, 4, 59, 4
22, 17, 95, 32, 71, 3, 39, 22, 59, 10
4, 62, 2, 80, 89, 10, 59, 4, 59, 4
28, 22, 39, 5, 65, 4, 64, 28, 67, 5
22, 36, 95, 13, 21, 8, 39, 22, 59, 10
94, 42, 19, 86, 71, 3, 23, 94, 6, 5
28, 1, 92, 6, 45, 6, 64, 28, 67, 5
28, 85, 7, 42, 6, 8, 64, 28, 67, 5
28, 26, 77, 62, 67, 8, 64, 28, 67, 5
4, 5, 20, 32, 57, 8, 59, 4, 59, 4
16, 38, 45, 14, 36, 2, 79, 16, 24, 10
52, 59, 20, 70, 46, 5, 34, 52, 79, 2
52, 59, 20, 70, 46, 5, 12, 52, 31, 4
52, 1, 10, 8, 46, 4, 34, 52, 79, 2
52, 1, 10, 8, 46, 4, 12, 52, 31, 4
46, 11, 80, 13, 38, 9, 53, 46, 60, 7
4, 59, 22, 53, 78, 5, 59, 4, 59, 4
58, 82, 14, 88, 10, 9, 18, 58, 37, 5
22, 99, 79, 45, 97, 2, 39, 22, 59, 10
22, 94, 27, 49, 32, 4, 39, 22, 59, 10
4, 7, 63, 4, 61, 10, 59, 4, 59, 4
58, 85, 43, 81, 78, 10, 18, 58, 37, 5
52, 57, 64, 51, 83, 5, 34, 52, 79, 2
52, 57, 64, 51, 83, 5, 12, 52, 31, 4
46, 12, 50, 33, 71, 10, 53, 46, 60, 7
16, 76, 45, 63, 63, 1, 79, 16, 24, 10
58, 56, 13, 39, 31, 2, 18, 58, 37, 5
28, 20, 74, 94, 96, 5, 64, 28, 67, 5
10, 62, 73, 43, 70, 2, 91, 10, 11, 4
52, 74, 66, 31, 73, 3, 34, 52, 79, 2
52, 74, 66, 31, 73, 3, 12, 52, 31, 4
46, 96, 93, 23, 54, 3, 53, 46, 60, 7
88, 19, 30, 83, 79, 3, 22, 88, 5, 1
46, 47, 42, 57, 78, 10, 53, 46, 60, 7
58, 89, 81, 3, 58, 2, 18, 58, 37, 5
22, 69, 86, 44, 91, 4, 39, 22, 59, 10
88, 31, 69, 26, 89, 8, 22, 88, 5, 1
46, 58, 74, 48, 65, 8, 53, 46, 60, 7
4, 94, 16, 20, 44, 1, 59, 4, 59, 4
94, 69, 6, 88, 20, 3, 23, 94, 6, 5
4, 11, 46, 17, 23, 6, 59, 4, 59, 4
4, 25, 11, 82, 69, 9, 59, 4, 59, 4
46, 87, 22, 61, 70, 7, 53, 46, 60, 7
10, 87, 44, 48, 78, 7, 91, 10, 11, 4
52, 96, 6, 44, 19, 8, 34, 52, 79, 2
52, 96, 6, 44, 19, 8, 12, 52, 31, 4
52, 30, 99, 34, 24, 9, 34, 52, 79, 2
52, 30, 99, 34, 24, 9, 12, 52, 31, 4
46, 40, 60, 82, 23, 3, 53, 46, 60, 7
46, 26, 18, 72, 19, 2, 53, 46, 60, 7
46, 79, 91, 33, 60, 1, 53, 46, 60, 7
88, 13, 49, 98, 5, 1, 22, 88, 5, 1
58, 84, 54, 37, 70, 4, 18, 58, 37, 5
10, 38, 1, 35, 49, 8, 91, 10, 11, 4
58, 64, 35, 37, 8, 3, 18, 58, 37, 5
52, 29, 72, 10, 91, 7, 34, 52, 79, 2
52, 29, 72, 10, 91, 7, 12, 52, 31, 4
28, 51, 90, 20, 90, 3, 64, 28, 67, 5
94, 10, 30, 50, 30, 7, 23, 94, 6, 5
88, 56, 42, 13, 41, 10, 22, 88, 5, 1
46, 88, 49, 3, 45, 5, 53, 46, 60, 7
46, 63, 92, 61, 65, 8, 53, 46, 60, 7
28, 80, 14, 41, 42, 7, 64, 28, 67, 5
4, 87, 25, 89, 68, 8, 59, 4, 59, 4
4, 50, 19, 61, 27, 1, 59, 4, 59, 4
94, 31, 67, 87, 99, 2, 23, 94, 6, 5
16, 13, 77, 4, 81, 8, 79, 16, 24, 10
10, 50, 52, 24, 88, 9, 91, 10, 11, 4
52, 94, 27, 37, 25, 6, 34, 52, 79, 2
52, 94, 27, 37, 25, 6, 12, 52, 31, 4
10, 71, 35, 39, 19, 6, 91, 10, 11, 4
46, 26, 47, 29, 19, 1, 53, 46, 60, 7
22, 25, 95, 32, 89, 3, 39, 22, 59, 10
22, 97, 17, 72, 32, 8, 39, 22, 59, 10
16, 63, 23, 36, 72, 9, 79, 16, 24, 10
58, 15, 18, 40, 33, 2, 18, 58, 37, 5
16, 1, 51, 80, 73, 5, 79, 16, 24, 10
52, 22, 95, 82, 52, 3, 34, 52, 79, 2
52, 22, 95, 82, 52, 3, 12, 52, 31, 4
52, 12, 46, 9, 61, 2, 34, 52, 79, 2
52, 12, 46, 9, 61, 2, 12, 52, 31, 4
4, 86, 97, 86, 2, 5, 59, 4, 59, 4
28, 1, 91, 95, 70, 2, 64, 28, 67, 5
28, 38, 44, 1, 35, 8, 64, 28, 67, 5
88, 66, 66, 18, 21, 7, 22, 88, 5, 1
52, 73, 59, 51, 39, 5, 34, 52, 79, 2
52, 73, 59, 51, 39, 5, 12, 52, 31, 4
10, 93, 30, 60, 93, 4, 91, 10, 11, 4
16, 98, 75, 94, 75, 3, 79, 16, 24, 10
28, 2, 94, 17, 29, 7, 64, 28, 67, 5
58, 18, 89, 84, 59, 1, 18, 58, 37, 5
16, 67, 78, 40, 6, 1, 79, 16, 24, 10
10, 14, 23, 7, 23, 3, 91, 10, 11, 4
52, 2, 13, 84, 87, 2, 34, 52, 79, 2
52, 2, 13, 84, 87, 2, 12, 52, 31, 4
88, 27, 99, 52, 2, 6, 22, 88, 5, 1
46, 94, 29, 53, 21, 8, 53, 46, 60, 7
28, 100, 48, 84, 42, 10, 64, 28, 67, 5
58, 14, 24, 87, 34, 2, 18, 58, 37, 5
16, 75, 42, 96, 85, 5, 79, 16, 24, 10
46, 87, 30, 67, 30, 2, 53, 46, 60, 7
88, 53, 33, 38, 29, 8, 22, 88, 5, 1
52, 7, 50, 27, 86, 6, 34, 52, 79, 2
52, 7, 50, 27, 86, 6, 12, 52, 31, 4
28, 20, 18, 54, 86, 6, 64, 28, 67, 5
16, 50, 49, 47, 98, 6, 79, 16, 24, 10
28, 87, 57, 58, 100, 3, 64, 28, 67, 5
16, 96, 83, 58, 31, 5, 79, 16, 24, 10
10, 91, 57, 15, 40, 1, 91, 10, 11, 4
16, 30, 16, 46, 20, 5, 79, 16, 24, 10
10, 84, 75, 18, 35, 9, 91, 10, 11, 4
52, 70, 36, 72, 77, 9, 34, 52, 79, 2
52, 70, 36, 72, 77, 9, 12, 52, 31, 4
94, 40, 99, 42, 98, 9, 23, 94, 6, 5
88, 49, 51, 89, 43, 1, 22, 88, 5, 1
10, 91, 98, 51, 84, 8, 91, 10, 11, 4
94, 7, 95, 66, 5, 6, 23, 94, 6, 5
88, 36, 62, 74, 90, 10, 22, 88, 5, 1
94, 54, 30, 86, 22, 2, 23, 94, 6, 5
4, 54, 99, 76, 61, 8, 59, 4, 59, 4
88, 82, 2, 70, 84, 3, 22, 88, 5, 1
28, 39, 67, 24, 72, 8, 64, 28, 67, 5
88, 36, 56, 61, 54, 3, 22, 88, 5, 1
46, 51, 95, 46, 95, 7, 53, 46, 60, 7
4, 22, 54, 96, 42, 8, 59, 4, 59, 4
52, 66, 6, 88, 23, 2, 34, 52, 79, 2
52, 66, 6, 88, 23, 2, 12, 52, 31, 4
4, 44, 95, 63, 16, 8, 59, 4, 59, 4
58, 96, 52, 77, 3, 4, 18, 58, 37, 5
52, 89, 90, 70, 64, 1, 34, 52, 79, 2
52, 89, 90, 70, 64, 1, 12, 52, 31, 4
10, 31, 19, 28, 35, 1, 91, 10, 11, 4
46, 75, 27, 46, 98, 6, 53, 46, 60, 7
88, 70, 74, 77, 53, 8, 22, 88, 5, 1
22, 92, 76, 41, 18, 6, 39, 22, 59, 10
88, 78, 95, 86, 3, 6, 22, 88, 5, 1
10, 3, 76, 64, 26, 4, 91, 10, 11, 4
22, 8, 17, 22, 73, 4, 39, 22, 59, 10
94, 44, 83, 30, 21, 4, 23, 94, 6, 5
10, 75, 24, 80, 43, 8, 91, 10, 11, 4
10, 86, 74, 5, 96, 4, 91, 10, 11, 4
88, 84, 76, 84, 31, 6, 22, 88, 5, 1
94, 24, 37, 11, 34, 5, 23, 94, 6, 5
16, 72, 85, 67, 80, 6, 79, 16, 24, 10
16, 70, 26, 25, 38, 10, 79, 16, 24, 10
46, 37, 94, 89, 99, 8, 53, 46, 60, 7
52, 2, 22, 7, 19, 8, 34, 52, 79, 2
52, 2, 22, 7, 19, 8, 12, 52, 31, 4
28, 6, 10, 23, 50, 2, 64, 28, 67, 5
46, 2, 43, 4, 1, 6, 53, 46, 60, 7
58, 82, 23, 16, 72, 10, 18, 58, 37, 5
28, 70, 11, 69, 81, 5, 64, 28, 67, 5
28, 99, 7, 97, 40, 5, 64, 28, 67, 5
22, 28, 75, 17, 69, 1, 39, 22, 59, 10
88, 52, 98, 88, 56, 7, 22, 88, 5, 1
94, 47, 63, 10, 76, 5, 23, 94, 6, 5
88, 16, 18, 96, 91, 2, 22, 88, 5, 1
46, 35, 75, 61, 92, 6, 53, 46, 60, 7
58, 49, 36, 33, 5, 3, 18, 58, 37, 5
4, 5, 63, 3, 66, 5, 59, 4, 59, 4
4, 85, 57, 44, 14, 8, 59, 4, 59, 4
46, 44, 82, 39, 81, 1, 53, 46, 60, 7
16, 88, 28, 4, 87, 3, 79, 16, 24, 10
88, 20, 5, 91, 76, 6, 22, 88, 5, 1
28, 59, 23, 66, 81, 6, 64, 28, 67, 5
58, 48, 95, 47, 12, 1, 18, 58, 37, 5
88, 82, 37, 33, 68, 3, 22, 88, 5, 1
16, 42, 24, 57, 62, 2, 79, 16, 24, 10
4, 27, 70, 51, 85, 10, 59, 4, 59, 4
22, 15, 59, 15, 57, 6, 39, 22, 59, 10
22, 49, 67, 2, 3, 2, 39, 22, 59, 10
28, 84, 25, 51, 91, 2, 64, 28, 67, 5
46, 38, 59, 56, 2, 6, 53, 46, 60, 7
10, 28, 76, 69, 52, 3, 91, 10, 11, 4
10, 76, 7, 99, 100, 1, 91, 10, 11, 4
58, 66, 75, 60, 14, 6, 18, 58, 37, 5
28, 88, 70, 3, 31, 8, 64, 28, 67, 5
46, 7, 57, 26, 20, 9, 53, 46, 60, 7
58, 86, 40, 27, 3, 7, 18, 58, 37, 5
28, 58, 92, 73, 70, 4, 64, 28, 67, 5
22, 6, 17, 40, 95, 6, 39, 22, 59, 10
22, 28, 19, 28, 37, 10, 39, 22, 59, 10
94, 5, 84, 72, 54, 5, 23, 94, 6, 5
94, 18, 42, 69, 82, 2, 23, 94, 6, 5
16, 23, 75, 84, 51, 4, 79, 16, 24, 10
52, 4, 73, 14, 40, 1, 34, 52, 79, 2
52, 4, 73, 14, 40, 1, 12, 52, 31, 4
10, 12, 13, 16, 48, 10, 91, 10, 11, 4
52, 100, 92, 14, 94, 1, 34, 52, 79, 2
52, 100, 92, 14, 94, 1, 12, 52, 31, 4
58, 31, 63, 11, 2, 10, 18, 58, 37, 5
88, 7, 79, 1, 13, 2, 22, 88, 5, 1
10, 63, 88, 55, 25, 6, 91, 10, 11, 4
22, 40, 65, 94, 61, 8, 39, 22, 59, 10
94, 91, 41, 22, 51, 9, 23, 94, 6, 5
28, 26, 5, 29, 3, 5, 64, 28, 67, 5
4, 18, 54, 82, 58, 9, 59, 4, 59, 4
52, 88, 23, 42, 33, 6, 34, 52, 79, 2
52, 88, 23, 42, 33, 6, 12, 52, 31, 4
22, 82, 49, 88, 27, 2, 39, 22, 59, 10
4, 100, 11, 95, 45, 3, 59, 4, 59, 4
88, 54, 17, 26, 3, 9, 22, 88, 5, 1
4, 87, 93, 94, 83, 1, 59, 4, 59, 4
22, 31, 2, 75, 26, 1, 39, 22, 59, 10
16, 51, 90, 77, 39, 8, 79, 16, 24, 10
46, 29, 49, 48, 76, 3, 53, 46, 60, 7
94, 16, 18, 17, 42, 10, 23, 94, 6, 5
10, 79, 69, 91, 33, 8, 91, 10, 11, 4
58, 89, 94, 16, 2, 10, 18, 58, 37, 5
94, 40, 31, 40, 48, 2, 23, 94, 6, 5
16, 97, 56, 33, 60, 4, 79, 16, 24, 10
88, 60, 62, 84, 34, 7, 22, 88, 5, 1
4, 96, 56, 15, 71, 9, 59, 4, 59, 4
16, 57, 91, 92, 86, 9, 79, 16, 24, 10
16, 12, 9, 37, 91, 1, 79, 16, 24, 10
28, 3, 30, 100, 52, 6, 64, 28, 67, 5
52, 67, 8, 6, 59, 10, 34, 52, 79, 2
52, 67, 8, 6, 59, 10, 12, 52, 31, 4
16, 60, 99, 96, 56, 4, 79, 16, 24, 10
28, 60, 92, 93, 59, 10, 64, 28, 67, 5
52, 10, 5, 63, 7, 6, 34, 52, 79, 2
52, 10, 5, 63, 7, 6, 12, 52, 31, 4
10, 44, 1, 99, 87, 2, 91, 10, 11, 4
58, 25, 90, 66, 100, 8, 18, 58, 37, 5
16, 76, 24, 18, 56, 10, 79, 16, 24, 10
88, 77, 41, 32, 22, 4, 22, 88, 5, 1
10, 75, 52, 50, 29, 4, 91, 10, 11, 4
94, 85, 65, 77, 72, 3, 23, 94, 6, 5
16, 61, 23, 2, 41, 3, 79, 16, 24, 10
22, 89, 61, 90, 61, 4, 39, 22, 59, 10
58, 62, 95, 36, 42, 2, 18, 58, 37, 5
16, 42, 69, 84, 64, 7, 79, 16, 24, 10
4, 30, 5, 99, 26, 9, 59, 4, 59, 4
10, 44, 56, 55, 69, 3, 91, 10, 11, 4
46, 64, 81, 78, 99, 7, 53, 46, 60, 7
88, 67, 16, 17, 26, 2, 22, 88, 5, 1
4, 18, 58, 99, 72, 2, 59, 4, 59, 4
16, 86, 82, 42, 70, 4, 79, 16, 24, 10
52, 30, 30, 16, 58, 4, 34, 52, 79, 2
52, 30, 30, 16, 58, 4, 12, 52, 31, 4
88, 12, 12, 63, 86, 8, 22, 88, 5, 1
16, 32, 56, 10, 40, 10, 79, 16, 24, 10
46, 34, 86, 1, 55, 9, 53, 46, 60, 7
10, 90, 52, 4, 16, 6, 91, 10, 11, 4
10, 24, 4, 84, 12, 8, 91, 10, 11, 4
10, 36, 96, 14, 15, 8, 91, 10, 11, 4
58, 23, 63, 51, 29, 5, 18, 58, 37, 5
22, 57, 44, 9, 22, 5, 39, 22, 59, 10
10, 96, 19, 69, 81, 1, 91, 10, 11, 4
52, 33, 20, 90, 36, 9, 34, 52, 79, 2
52, 33, 20, 90, 36, 9, 12, 52, 31, 4
58, 68, 75, 30, 51, 5, 18, 58, 37, 5
52, 61, 32, 28, 89, 7, 34, 52, 79, 2
52, 61, 32, 28, 89, 7, 12, 52, 31, 4
22, 80, 5, 65, 85, 3, 39, 22, 59, 10
4, 87, 81, 18, 18, 2, 59, 4, 59, 4
58, 7, 3, 95, 48, 4, 18, 58, 37, 5
52, 29, 63, 39, 14, 9, 34, 52, 79, 2
52, 29, 63, 39, 14, 9, 12, 52, 31, 4
94, 35, 99, 33, 79, 4, 23, 94, 6, 5
16, 91, 5, 41, 33, 8, 79, 16, 24, 10
88, 94, 36, 65, 4, 3, 22, 88, 5, 1
22, 14, 31, 58, 88, 7, 39, 22, 59, 10
10, 49, 60, 75, 76, 9, 91, 10, 11, 4
88, 25, 49, 20, 16, 10, 22, 88, 5, 1
10, 80, 65, 41, 39, 7, 91, 10, 11, 4
22, 17, 41, 55, 66, 2, 39, 22, 59, 10
88, 98, 75, 50, 19, 5, 22, 88, 5, 1
28, 13, 11, 83, 87, 6, 64, 28, 67, 5
88, 58, 95, 16, 64, 8, 22, 88, 5, 1
16, 63, 98, 74, 21, 2, 79, 16, 24, 10
4, 90, 70, 87, 19, 8, 59, 4, 59, 4
16, 82, 68, 98, 9, 1, 79, 16, 24, 10
10, 36, 48, 21, 67, 1, 91, 10, 11, 4
28, 20, 40, 60, 96, 2, 64, 28, 67, 5
88, 81, 94, 25, 1, 1, 22, 88, 5, 1
28, 83, 51, 1, 28, 1, 64, 28, 67, 5
94, 49, 43, 14, 58, 3, 23, 94, 6, 5
52, 80, 43, 43, 5, 8, 34, 52, 79, 2
52, 80, 43, 43, 5, 8, 12, 52, 31, 4
46, 2, 92, 37, 5, 5, 53, 46, 60, 7
94, 53, 89, 1, 7, 7, 23, 94, 6, 5
52, 29, 87, 94, 37, 4, 34, 52, 79, 2
52, 29, 87, 94, 37, 4, 12, 52, 31, 4
16, 30, 65, 39, 39, 7, 79, 16, 24, 10
22, 69, 91, 96, 11, 6, 39, 22, 59, 10
10, 39, 42, 97, 45, 2, 91, 10, 11, 4
88, 70, 89, 95, 91, 7, 22, 88, 5, 1
52, 20, 37, 22, 66, 3, 34, 52, 79, 2
52, 20, 37, 22, 66, 3, 12, 52, 31, 4
28, 21, 43, 61, 47, 4, 64, 28, 67, 5
28, 86, 44, 44, 87, 9, 64, 28, 67, 5
10, 45, 78, 32, 78, 9, 91, 10, 11, 4
10, 63, 38, 76, 9, 2, 91, 10, 11, 4
88, 43, 33, 1, 62, 2, 22, 88, 5, 1
22, 20, 75, 15, 60, 10, 39, 22, 59, 10
22, 58, 29, 18, 19, 7, 39, 22, 59, 10
28, 21, 48, 68, 4, 8, 64, 28, 67, 5
52, 80, 51, 85, 71, 1, 34, 52, 79, 2
52, 80, 51, 85, 71, 1, 12, 52, 31, 4
88, 53, 78, 56, 80, 5, 22, 88, 5, 1
4, 55, 90, 78, 35, 2, 59, 4, 59, 4
46, 98, 48, 79, 100, 6, 53, 46, 60, 7
4, 21, 16, 53, 20, 7, 59, 4, 59, 4
22, 45, 34, 11, 73, 6, 39, 22, 59, 10
94, 18, 69, 7, 27, 8, 23, 94, 6, 5
16, 58, 73, 13, 19, 9, 79, 16, 24, 10
28, 47, 61, 43, 5, 8, 64, 28, 67, 5
10, 53, 6, 8, 85, 3, 91, 10, 11, 4
52, 66, 12, 69, 25, 2, 34, 52, 79, 2
52, 66, 12, 69, 25, 2, 12, 52, 31, 4
22, 81, 2, 8, 13, 2, 39, 22, 59, 10
88, 100, 83, 26, 40, 6, 22, 88, 5, 1
52, 89, 58, 26, 4, 9, 34, 52, 79, 2
52, 89, 58, 26, 4, 9, 12, 52, 31, 4
28, 69, 32, 98, 3, 9, 64, 28, 67, 5
10, 99, 74, 13, 94, 5, 91, 10, 11, 4
94, 88, 97, 4, 44, 1, 23, 94, 6, 5
28, 48, 93, 48, 4, 1, 64, 28, 67, 5
88, 17, 96, 74, 98, 2, 22, 88, 5, 1
22, 96, 75, 51, 71, 1, 39, 22, 59, 10
59, 42, 81, 18, 17, 6, 81, 59, 42, 1
59, 42, 81, 18, 17, 6, 48, 59, 20, 4
77, 6, 27, 68, 49, 2, 57, 77, 31, 9
77, 6, 27, 68, 49, 2, 29, 77, 71, 7
53, 10, 40, 88, 53, 9, 1, 53, 51, 9
53, 10, 40, 88, 53, 9, 2, 53, 11, 1
71, 1, 35, 28, 1, 4, 71, 71, 59, 2
71, 1, 35, 28, 1, 4, 99, 71, 8, 2
71, 1, 35, 28, 1, 4, 95, 71, 85, 10
95, 95, 36, 13, 83, 3, 16, 95, 21, 7
89, 69, 74, 28, 81, 2, 58, 89, 85, 4
95, 86, 66, 17, 78, 7, 16, 95, 21, 7
35, 88, 58, 70, 37, 2, 87, 35, 17, 6
95, 9, 63, 57, 43, 4, 16, 95, 21, 7
29, 31, 39, 55, 90, 6, 63, 29, 16, 6
53, 19, 25, 18, 10, 2, 1, 53, 51, 9
53, 19, 25, 18, 10, 2, 2, 53, 11, 1
59, 5, 15, 20, 25, 8, 81, 59, 42, 1
59, 5, 15, 20, 25, 8, 48, 59, 20, 4
77, 99, 8, 53, 49, 1, 57, 77, 31, 9
77, 99, 8, 53, 49, 1, 29, 77, 71, 7
77, 19, 98, 42, 35, 10, 57, 77, 31, 9
77, 19, 98, 42, 35, 10, 29, 77, 71, 7
53, 4, 83, 61, 60, 3, 1, 53, 51, 9
53, 4, 83, 61, 60, 3, 2, 53, 11, 1
77, 65, 25, 54, 86, 5, 57, 77, 31, 9
77, 65, 25, 54, 86, 5, 29, 77, 71, 7
35, 50, 28, 46, 92, 9, 87, 35, 17, 6
41, 3, 14, 31, 52, 10, 10, 41, 42, 2
59, 91, 88, 5, 99, 9, 81, 59, 42, 1
59, 91, 88, 5, 99, 9, 48, 59, 20, 4
95, 40, 91, 82, 16, 5, 16, 95, 21, 7
77, 13, 87, 38, 59, 10, 57, 77, 31, 9
77, 13, 87, 38, 59, 10, 29, 77, 71, 7
59, 87, 78, 82, 74, 10, 81, 59, 42, 1
59, 87, 78, 82, 74, 10, 48, 59, 20, 4
95, 79, 76, 44, 2, 9, 16, 95, 21, 7
53, 93, 69, 95, 80, 3, 1, 53, 51, 9
53, 93, 69, 95, 80, 3, 2, 53, 11, 1
71, 32, 63, 11, 2, 10, 71, 71, 59, 2
71, 32, 63, 11, 2, 10, 99, 71, 8, 2
71, 32, 63, 11, 2, 10, 95, 71, 85, 10
53, 85, 94, 73, 35, 2, 1, 53, 51, 9
53, 85, 94, 73, 35, 2, 2, 53, 11, 1
29, 42, 21, 44, 38, 3, 63, 29, 16, 6
35, 27, 89, 22, 91, 9, 87, 35, 17, 6
71, 62, 43, 1, 68, 10, 71, 71, 59, 2
71, 62, 43, 1, 68, 10, 99, 71, 8, 2
71, 62, 43, 1, 68, 10, 95, 71, 85, 10
95, 2, 98, 91, 59, 6, 16, 95, 21, 7
77, 11, 11, 39, 62, 10, 57, 77, 31, 9
77, 11, 11, 39, 62, 10, 29, 77, 71, 7
35, 29, 71, 6, 100, 3, 87, 35, 17, 6
95, 47, 20, 74, 75, 2, 16, 95, 21, 7
59, 8, 71, 89, 70, 4, 81, 59, 42, 1
59, 8, 71, 89, 70, 4, 48, 59, 20, 4
89, 4, 15, 26, 65, 5, 58, 89, 85, 4
29, 100, 34, 72, 98, 9, 63, 29, 16, 6
95, 80, 19, 67, 71, 4, 16, 95, 21, 7
77, 79, 34, 91, 41, 2, 57, 77, 31, 9
77, 79, 34, 91, 41, 2, 29, 77, 71, 7
59, 28, 40, 40, 69, 8, 81, 59, 42, 1
59, 28, 40, 40, 69, 8, 48, 59, 20, 4
95, 89, 51, 77, 97, 6, 16, 95, 21, 7
59, 97, 30, 63, 41, 9, 81, 59, 42, 1
59, 97, 30, 63, 41, 9, 48, 59, 20, 4
71, 5, 90, 41, 16, 1, 71, 71, 59, 2
71, 5, 90, 41, 16, 1, 99, 71, 8, 2
71, 5, 90, 41, 16, 1, 95, 71, 85, 10
23, 74, 49, 2, 27, 6, 30, 23, 44, 1
23, 74, 49, 2, 27, 6, 37, 23, 70, 1
23, 74, 49, 2, 27, 6, 41, 23, 100, 7
23, 74, 49, 2, 27, 6, 87, 23, 32, 6
71, 8, 9, 20, 31, 3, 71, 71, 59, 2
71, 8, 9, 20, 31, 3, 99, 71, 8, 2
71, 8, 9, 20, 31, 3, 95, 71, 85, 10
35, 49, 36, 79, 74, 3, 87, 35, 17, 6
77, 30, 72, 31, 32, 9, 57, 77, 31, 9
77, 30, 72, 31, 32, 9, 29, 77, 71, 7
71, 5, 11, 95, 25, 8, 71, 71, 59, 2
71, 5, 11, 95, 25, 8, 99, 71, 8, 2
71, 5, 11, 95, 25, 8, 95, 71, 85, 10
95, 94, 79, 83, 31, 8, 16, 95, 21, 7
95, 69, 25, 3, 97, 8, 16, 95, 21, 7
35, 24, 63, 50, 40, 4, 87, 35, 17, 6
89, 42, 9, 88, 51, 6, 58, 89, 85, 4
71, 81, 7, 69, 80, 10, 71, 71, 59, 2
71, 81, 7, 69, 80, 10, 99, 71, 8, 2
71, 81, 7, 69, 80, 10, 95, 71, 85, 10
89, 53, 14, 82, 73, 6, 58, 89, 85, 4
35, 65, 32, 17, 20, 10, 87, 35, 17, 6
