col1,col2,col3,col4,col5,pk
76,33,58,32,17,7
82,65,91,2,25,6
36,39,100,95,96,9
69,75,95,15,6,6
82,40,93,57,47,1
43,82,71,32,95,6
100,54,21,16,81,10
57,25,74,92,55,5
80,61,34,22,61,4
26,70,45,45,67,9
68,7,9,12,41,2
78,41,88,92,43,8
82,51,3,44,60,9
62,15,14,72,35,5
84,100,1,5,96,3
30,74,91,61,8,8
50,63,97,58,43,3
1,9,24,94,68,8
77,40,9,72,14,2
11,91,90,32,9,5
43,37,55,6,73,9
12,29,17,2,10,4
21,58,45,2,10,10
30,21,8,11,48,7
61,27,30,19,42,7
79,14,19,21,44,8
48,83,7,10,59,7
19,51,35,88,36,7
21,34,18,90,57,10
84,79,78,45,99,1
7,27,60,44,43,8
9,96,37,77,40,8
98,58,80,22,42,7
31,83,14,71,95,3
73,52,89,80,95,1
12,84,25,46,98,10
35,92,48,27,37,3
63,91,62,36,96,4
99,11,84,2,81,5
36,19,30,37,4,3
54,96,18,85,46,6
91,76,78,15,86,1
57,5,17,41,54,3
49,20,50,62,43,5
93,96,5,35,79,3
32,38,43,31,94,5
81,79,61,88,18,6
53,59,45,83,69,1
39,55,93,30,46,2
10,49,88,56,52,1
32,1,88,94,1,8
88,43,30,55,7,7
43,2,95,9,55,6
15,19,64,49,43,2
90,19,57,41,83,9
5,52,55,10,12,2
5,2,63,94,45,6
50,85,29,71,21,4
81,89,30,67,20,2
98,15,29,86,16,3
65,85,60,11,41,5
61,30,99,25,99,10
4,74,87,30,72,3
35,37,27,37,25,4
1,78,62,73,24,1
9,64,17,30,93,4
76,88,50,81,29,5
65,46,92,29,1,8
56,13,47,89,53,8
66,80,100,80,35,1
23,65,93,78,90,3
76,53,10,53,39,7
85,61,15,6,76,10
64,10,11,34,39,6
36,32,68,47,90,7
3,42,56,78,50,6
82,79,78,39,94,10
33,1,64,87,3,4
59,45,69,98,67,2
12,74,57,76,18,4
16,28,61,60,41,9
89,19,49,45,99,8
96,96,75,85,10,2
53,70,93,12,73,8
46,8,47,34,70,8
53,85,10,44,44,6
86,27,17,4,88,4
92,99,66,11,44,9
54,23,46,94,1,1
47,78,24,67,41,8
46,83,25,81,93,5
35,2,27,12,43,6
54,83,13,71,36,6
2,50,20,47,12,1
30,89,35,59,96,10
63,88,85,49,41,2
16,40,97,39,60,1
2,79,77,66,4,9
35,20,28,7,30,3
62,43,29,45,43,2
77,68,43,2,38,2
33,28,83,68,56,3
10,92,41,34,85,5
34,90,70,43,69,9
2,75,28,94,27,1
59,52,15,80,85,2
75,31,23,80,60,7
57,43,26,31,35,3
59,39,18,46,44,8
48,99,87,80,38,7
21,81,57,14,20,2
26,92,90,6,27,7
16,42,87,48,8,7
39,79,76,14,30,3
17,74,96,82,69,3
90,68,82,69,78,1
89,58,96,17,21,1
46,81,34,40,26,8
16,6,29,81,13,4
6,99,51,70,20,3
28,6,45,59,90,9
20,97,47,36,4,5
30,56,97,50,62,9
56,30,83,100,93,5
32,30,63,45,17,7
7,63,10,6,24,3
15,64,68,70,27,4
96,7,35,26,53,2
68,77,47,21,64,7
62,60,16,66,65,7
1,79,46,35,4,2
12,58,59,6,66,1
75,1,84,43,41,4
28,97,17,63,44,8
14,69,57,97,52,1
6,78,8,13,87,3
89,93,15,59,63,9
16,88,57,80,2,8
78,94,52,56,69,9
20,50,81,37,99,7
76,45,81,94,91,2
100,76,27,22,18,8
61,86,36,34,11,4
7,24,93,97,41,4
51,66,92,26,64,3
66,31,76,34,44,7
29,98,30,68,41,6
2,6,14,89,47,10
54,79,70,96,16,5
80,48,89,9,93,2
36,21,85,58,66,3
94,29,100,27,95,9
83,18,26,77,50,3
25,41,60,25,12,5
57,54,69,62,78,5
25,9,79,65,41,4
43,92,88,31,89,5
40,47,88,92,59,10
9,3,20,4,42,10
55,79,24,13,83,5
75,6,92,48,4,7
40,53,51,78,9,2
69,52,63,9,22,5
13,44,73,98,81,4
65,4,28,30,83,1
36,85,35,91,32,2
80,34,35,44,45,5
58,46,92,6,3,8
29,35,10,8,11,10
26,51,80,82,63,9
23,68,59,35,19,9
69,11,50,7,17,5
52,65,23,3,72,8
8,15,56,81,69,4
25,15,43,63,89,8
78,4,80,5,20,2
18,76,96,86,44,10
74,90,27,3,6,4
33,46,76,54,7,10
62,32,27,99,66,10
24,61,57,95,83,7
83,36,75,81,1,5
21,93,1,96,8,5
80,22,11,34,31,7
37,56,67,34,59,9
41,42,57,61,51,6
21,85,40,99,71,5
99,86,50,47,63,6
71,67,77,12,5,1
83,46,54,100,42,4
23,58,51,88,18,4
41,49,56,95,73,9
20,55,81,40,86,9
34,94,59,48,12,7
68,61,52,47,55,6
55,17,20,34,12,2
76,66,57,13,8,10
36,63,44,89,27,3
29,25,42,99,24,8
15,92,17,36,96,7
47,37,30,47,26,8
40,7,80,47,86,2
46,70,31,78,72,3
38,48,51,81,51,3
75,88,34,4,55,8
81,62,52,61,59,5
64,62,99,94,39,6
63,75,23,51,73,9
55,1,12,56,9,10
74,98,60,55,13,4
74,64,87,23,94,1
64,86,51,61,82,8
92,16,72,63,40,6
37,31,45,29,3,3
86,98,7,21,26,7
11,100,53,34,30,4
53,7,31,42,58,8
9,24,43,85,36,4
40,72,20,30,83,6
53,45,33,63,71,10
46,21,84,100,85,6
83,5,35,8,29,9
55,25,61,92,12,2
78,54,53,39,91,6
24,82,37,50,30,3
92,24,82,73,82,7
98,23,13,52,14,2
26,96,27,26,95,3
4,55,59,100,12,8
67,92,52,82,82,1
11,16,39,36,73,6
15,35,38,82,86,6
91,33,72,55,46,4
2,66,74,89,91,9
83,42,49,91,60,4
76,43,63,35,26,9
100,58,31,34,18,9
28,10,38,5,96,3
52,35,68,83,40,8
29,1,22,20,75,4
94,41,85,84,53,4
71,66,33,54,35,2
100,83,90,14,92,7
59,73,8,30,97,4
61,1,20,14,52,3
40,64,35,13,46,8
19,7,98,13,39,5
58,74,49,6,15,2
28,81,7,49,35,2
47,10,1,85,14,3
9,62,55,79,11,9
97,4,51,92,37,10
34,74,56,99,49,5
86,88,80,18,55,2
7,15,28,21,26,2
16,14,28,88,17,6
34,37,14,78,94,9
38,85,14,98,79,6
26,76,74,68,65,1
32,15,81,55,14,8
54,26,89,39,37,1
62,50,40,53,92,10
63,31,78,91,40,1
20,21,66,47,36,4
63,56,24,15,86,3
43,68,97,8,12,3
46,81,31,14,58,8
49,43,88,100,67,9
95,30,60,37,83,4
66,74,77,48,45,9
61,34,81,45,78,10
28,92,59,37,29,2
97,54,87,10,26,6
62,51,60,65,1,5
27,32,92,11,71,8
78,49,32,78,14,4
55,50,82,44,94,6
75,97,93,3,83,3
66,38,18,84,71,4
49,71,51,5,12,8
78,99,67,32,48,4
98,67,90,3,60,3
6,55,69,99,88,5
37,16,79,43,41,6
37,17,95,3,39,10
30,36,97,94,52,5
6,14,100,96,30,2
28,98,48,40,22,7
69,29,54,81,30,4
50,21,17,71,4,8
8,85,33,37,53,2
80,22,77,57,13,3
51,50,55,78,50,3
33,63,21,36,90,4
90,64,90,54,37,5
40,76,30,61,70,3
56,36,80,51,63,6
8,28,46,55,92,10
10,49,20,100,39,3
73,86,40,71,43,5
30,51,88,86,94,2
47,45,85,45,36,3
59,82,35,39,11,10
51,21,72,56,39,4
51,21,43,44,23,4
85,82,2,36,80,2
59,50,38,77,5,4
66,12,51,67,57,10
22,7,98,46,7,9
58,18,87,100,29,6
86,31,14,18,53,4
67,5,96,31,61,4
36,86,38,88,35,10
34,56,66,66,62,8
37,52,94,48,38,4
84,6,38,65,10,4
22,53,31,86,43,2
26,98,11,63,26,2
37,60,2,79,50,3
74,21,1,61,41,8
37,3,32,61,11,4
15,95,25,93,57,5
19,82,26,22,16,10
44,54,30,57,50,7
36,72,27,55,49,2
50,21,33,28,76,2
51,62,69,30,94,9
63,23,15,79,27,1
64,7,7,13,3,5
40,52,27,26,99,3
69,98,85,63,75,2
31,73,74,6,96,8
65,21,56,49,15,7
27,68,91,9,71,9
51,35,85,89,75,4
55,73,28,57,75,3
6,10,53,90,23,2
42,5,21,16,17,8
57,21,15,35,31,10
76,62,56,29,31,6
91,35,39,24,69,3
89,66,19,99,24,3
94,72,37,35,96,3
49,25,81,56,80,3
43,64,19,71,5,10
32,70,10,38,18,6
10,7,70,11,62,6
33,55,93,76,95,9
26,83,57,64,32,6
46,78,56,17,78,9
80,23,64,91,41,2
53,18,88,53,62,2
24,64,38,10,47,1
84,88,95,59,53,8
99,47,19,64,11,3
71,40,40,15,8,10
13,74,96,11,90,8
52,40,87,81,100,1
2,29,36,1,88,1
66,60,17,77,76,1
31,55,59,38,44,3
65,8,2,44,31,9
30,61,52,17,22,4
75,34,6,7,31,10
36,19,40,70,2,9
91,44,22,43,37,3
40,96,99,7,59,4
65,68,20,2,82,1
36,64,20,19,96,6
51,79,61,18,82,4
1,81,3,79,3,7
61,40,100,72,71,5
72,19,61,58,40,6
73,14,9,72,53,9
24,27,43,33,75,3
6,49,47,58,34,5
51,65,23,10,57,4
36,96,91,61,45,8
82,4,92,55,27,6
80,36,41,32,2,7
44,42,98,29,95,4
1,60,4,66,86,8
53,65,76,100,83,9
62,21,61,80,33,7
55,54,89,86,4,4
5,33,10,35,39,1
26,75,35,84,67,4
71,45,72,84,10,1
84,43,88,23,66,5
42,8,51,9,21,4
50,11,52,63,25,10
63,40,93,30,19,3
25,54,17,65,93,3
60,69,50,83,61,5
36,31,87,52,83,8
46,38,52,39,10,7
95,5,76,15,9,6
36,57,30,79,20,5
16,78,27,16,84,6
45,13,59,61,69,10
59,100,70,23,38,1
64,74,70,71,67,5
86,24,92,40,85,2
99,36,6,91,74,2
83,25,23,54,54,3
38,12,44,34,69,3
43,90,73,63,100,3
90,62,84,42,94,8
36,62,28,18,82,2
34,66,31,44,71,4
55,81,29,92,20,10
63,93,18,35,44,1
77,42,88,89,49,10
35,19,69,17,12,3
56,10,58,35,39,6
99,28,5,93,5,6
50,7,33,58,33,2
14,53,42,38,21,5
92,12,7,64,49,1
66,20,31,92,21,10
54,81,57,72,27,2
9,49,35,14,18,9
5,57,83,77,51,1
80,11,80,89,8,3
69,90,25,87,72,1
84,58,48,7,50,8
82,87,81,16,56,2
48,36,2,19,6,5
70,34,49,16,73,1
29,45,24,47,95,3
71,79,34,20,59,5
18,53,48,64,8,9
46,91,99,61,3,9
2,44,23,77,7,7
35,72,26,70,1,2
76,31,50,40,89,5
83,18,29,45,53,2
72,33,79,16,20,5
97,2,37,36,19,7
19,79,75,73,71,7
12,24,70,62,22,10
12,44,57,23,57,4
56,11,78,95,56,10
94,19,23,85,71,9
36,95,57,26,72,6
72,30,66,82,7,6
9,13,16,65,48,10
17,14,21,63,26,10
44,41,21,44,14,6
43,59,88,41,83,3
100,36,29,8,58,4
44,27,55,29,35,10
52,17,72,78,95,2
64,99,56,83,92,10
33,99,97,31,6,10
37,5,82,68,53,4
54,12,53,87,2,2
51,71,63,11,72,5
61,97,35,6,13,5
11,100,13,72,58,5
99,22,82,92,93,3
21,26,39,41,91,10
74,13,2,56,25,10
97,15,86,43,33,10
59,15,97,75,17,7
81,91,84,37,41,6
41,58,20,11,80,10
78,9,15,80,82,4
74,94,16,37,77,1
1,100,96,28,3,5
19,30,43,67,72,2
46,70,50,23,96,4
69,97,76,9,75,8
45,45,7,7,74,10
85,66,31,95,82,1
3,17,47,90,41,3
27,23,100,6,60,3
74,26,86,96,10,3
32,34,12,100,82,4
61,4,3,55,43,10
53,63,1,89,71,2
49,62,81,68,37,3
71,1,36,59,65,7
91,96,23,90,34,4
29,48,12,78,31,2
40,66,11,41,39,4
53,78,53,48,6,1
54,33,61,79,77,4
12,55,43,67,59,2
30,70,99,98,89,7
55,93,46,51,59,9
4,40,83,45,67,5
73,5,22,99,74,2
10,31,5,88,91,2
34,17,86,76,11,6
47,58,2,23,11,6
88,22,76,78,26,9
66,57,38,36,55,9
85,29,24,88,57,10
10,17,44,84,100,3
87,83,66,9,67,8
92,100,89,59,3,9
79,52,88,93,47,8
64,37,62,10,56,9
36,43,86,30,64,3
40,31,1,20,80,10
27,45,2,43,68,7
16,63,60,70,1,9
20,60,66,58,2,4
36,34,98,54,10,6
26,60,24,6,33,4
39,100,85,9,24,4
3,72,93,79,92,6
56,81,90,86,4,3
70,62,34,67,33,8
22,13,94,25,50,5
77,31,5,51,60,9
96,38,23,39,91,1
84,66,29,50,54,10
72,38,73,34,83,5
15,37,49,89,2,7
87,30,30,28,20,7
84,11,26,22,14,5
82,23,27,43,80,10
16,93,89,49,7,3
13,3,98,41,43,6
13,36,83,84,66,2
16,85,32,30,54,8
72,31,58,17,44,1
3,11,53,61,37,3
14,21,86,22,24,6
9,19,59,28,15,8
49,92,85,10,45,4
13,44,100,84,21,8
2,71,79,81,91,5
15,29,69,42,29,4
35,40,42,87,79,9
52,94,23,7,95,4
25,29,31,95,45,10
10,69,45,7,33,4
76,89,45,39,12,1
13,39,69,69,84,8
77,14,49,18,11,1
12,59,30,92,49,4
41,61,19,56,67,5
60,91,41,57,23,3
89,67,3,46,15,7
43,89,98,3,61,7
22,59,9,39,19,7
56,97,66,24,36,9
44,12,10,20,49,1
51,4,96,20,45,5
7,25,31,94,66,6
74,82,68,27,81,10
4,23,54,99,81,8
6,43,71,31,61,4
89,89,74,32,22,7
85,46,3,89,27,10
52,33,9,15,65,1
16,16,77,63,95,5
89,24,62,67,76,9
29,75,99,84,24,10
46,35,37,58,53,7
76,8,4,20,100,2
98,67,22,100,75,10
14,20,36,81,15,5
16,62,54,22,3,8
48,92,30,24,34,6
57,92,99,78,95,1
80,35,45,85,78,9
47,87,6,22,31,3
38,33,40,26,83,5
50,7,2,86,74,1
71,69,32,87,7,4
27,92,81,51,86,5
12,87,34,57,84,4
88,51,74,89,71,8
77,5,17,48,67,8
84,77,22,71,78,2
90,80,39,99,31,9
71,73,28,78,71,5
7,9,28,2,93,1
15,42,90,26,25,6
44,47,30,58,84,6
51,71,65,19,39,3
35,90,90,20,13,6
63,71,44,19,92,3
2,54,60,16,20,5
20,64,90,89,81,3
69,100,96,19,11,3
9,45,20,93,81,8
73,31,48,49,95,2
22,51,72,95,76,4
47,92,13,18,92,4
37,69,20,65,77,4
41,1,44,11,23,2
34,87,37,91,88,9
96,92,25,6,36,1
25,43,74,78,33,1
62,84,96,35,13,3
62,80,3,38,90,5
87,63,46,14,29,6
91,15,21,82,65,9
30,4,52,83,66,2
60,18,18,27,45,5
8,5,72,16,12,9
20,51,37,62,55,5
84,50,21,35,14,8
30,34,76,66,86,7
2,16,98,56,46,8
36,16,82,86,41,7
73,35,34,75,92,5
51,73,84,18,7,8
48,58,69,3,73,2
49,82,44,60,22,6
49,46,34,100,29,6
30,81,78,38,12,1
6,56,85,5,5,3
92,81,42,61,30,3
31,51,51,99,56,9
78,67,88,40,46,1
74,49,45,39,61,6
86,100,3,39,27,1
25,95,20,42,63,8
70,20,22,77,35,5
76,4,61,59,82,9
76,13,72,52,83,5
10,49,89,8,22,9
35,55,96,15,37,8
13,77,13,38,24,2
53,59,100,75,56,8
54,9,31,7,42,1
26,21,69,68,33,9
60,10,77,68,99,10
41,55,45,100,82,2
38,32,93,54,95,7
12,21,75,49,49,9
40,42,32,44,22,1
95,80,44,96,23,7
35,24,64,48,36,1
36,14,9,66,6,8
24,8,69,59,81,8
63,33,90,93,91,8
52,88,23,78,9,8
22,38,91,15,1,5
1,87,93,32,75,6
68,83,78,83,45,1
92,5,51,31,29,5
65,71,4,95,16,8
48,14,9,90,95,4
85,62,47,86,40,4
27,58,48,30,91,8
33,53,71,10,90,7
30,51,32,53,60,5
7,11,27,77,2,7
31,95,65,81,9,2
80,11,92,79,49,5
11,74,94,73,99,2
65,1,9,15,12,2
15,68,71,97,57,8
37,4,61,10,11,9
10,74,79,42,98,7
96,11,57,50,69,7
91,79,56,14,10,2
36,49,61,70,8,10
28,63,41,95,5,9
54,72,77,99,30,6
12,45,23,94,26,10
48,81,16,31,62,2
11,16,5,32,56,4
92,37,68,42,67,8
33,79,55,59,47,6
50,5,47,47,59,2
45,22,80,11,26,6
85,65,71,7,36,2
54,14,5,10,55,3
27,26,39,7,39,6
63,85,64,77,18,8
31,18,74,42,32,6
47,25,2,97,42,10
96,38,53,80,84,4
56,66,77,45,76,3
94,13,54,53,61,7
60,23,23,59,33,3
10,36,1,40,30,7
4,96,5,39,77,1
32,34,92,29,46,3
57,81,41,46,64,5
52,42,60,68,51,1
44,19,72,23,43,5
60,71,57,77,58,1
84,82,28,17,55,8
21,60,35,23,89,5
7,6,72,28,72,5
58,97,79,80,77,1
39,81,31,28,80,6
9,68,36,42,4,5
17,55,17,92,8,3
97,24,86,40,77,1
16,97,72,10,48,1
59,44,82,44,57,1
11,52,74,28,51,4
28,41,37,27,57,6
5,43,43,39,16,3
33,47,30,39,59,10
98,31,44,68,93,4
11,63,42,97,31,1
76,39,58,48,53,8
84,85,86,23,16,10
33,3,13,54,41,2
55,91,70,34,6,3
58,10,1,100,16,8
28,28,88,49,69,9
4,2,94,44,70,5
26,20,25,9,17,8
65,87,79,85,7,10
10,69,6,28,77,7
58,88,98,5,60,7
40,30,27,61,80,2
26,78,62,24,72,9
64,64,17,40,68,10
36,54,9,57,57,8
55,82,16,99,42,1
71,90,45,48,44,9
19,37,62,58,52,7
89,100,51,25,37,5
30,74,70,40,34,8
16,33,14,11,87,6
46,25,8,68,65,8
11,3,32,54,45,7
16,55,25,76,95,4
61,91,67,83,58,4
58,28,23,97,87,3
15,47,30,43,64,9
8,19,60,50,49,7
12,6,98,20,33,4
76,66,85,96,39,2
78,33,76,97,80,7
96,42,26,39,18,8
52,14,24,12,83,10
51,12,5,11,22,6
65,45,98,73,45,1
29,59,80,85,29,2
22,40,25,10,51,1
64,37,81,89,41,1
45,90,54,94,21,10
87,16,11,9,3,4
2,41,18,38,6,7
67,86,91,84,46,4
35,26,54,18,88,3
47,51,14,47,52,4
93,18,7,82,3,7
25,61,46,28,29,2
36,64,47,2,35,3
28,11,58,51,30,7
82,24,62,72,20,3
49,4,14,66,43,1
88,26,40,36,54,6
11,94,88,82,5,6
33,82,34,67,33,10
53,35,12,80,85,6
83,18,79,7,3,5
11,87,50,31,71,4
27,11,23,61,13,8
55,9,50,95,44,2
11,71,100,44,36,4
48,60,98,45,66,6
70,54,7,63,22,10
7,97,71,73,47,3
57,53,4,47,25,10
59,66,66,46,57,8
93,36,23,37,47,2
89,88,20,62,89,2
87,21,94,33,54,1
90,77,66,66,8,9
24,87,16,33,36,3
50,38,9,12,28,3
90,99,64,14,43,3
76,7,60,50,27,3
39,40,54,29,86,9
67,89,5,92,85,2
16,9,88,86,28,5
73,51,50,27,8,1
48,9,22,7,15,2
1,49,33,80,90,7
85,44,34,12,78,7
51,100,23,4,95,7
60,75,51,68,60,5
82,23,28,88,22,3
63,40,60,55,3,1
20,66,36,81,52,8
38,95,27,53,73,10
15,97,4,4,75,8
11,74,64,63,57,2
66,96,95,8,76,10
21,36,44,17,14,3
10,31,66,16,61,7
68,82,76,18,33,7
67,29,86,75,78,6
66,17,86,94,99,4
5,72,24,58,64,9
35,90,31,64,87,5
8,18,95,43,42,4
5,34,78,62,91,7
28,45,100,72,25,2
54,47,12,30,84,8
71,25,38,74,54,7
48,25,65,38,47,2
30,86,44,35,62,3
6,80,41,82,39,8
94,76,84,31,15,8
39,44,22,55,18,2
39,13,24,78,96,2
76,53,7,38,34,2
61,85,97,79,50,7
85,98,87,22,32,5
63,14,69,14,24,1
75,33,25,75,93,7
58,64,21,11,41,3
72,45,72,61,6,1
15,96,99,24,25,4
18,62,38,28,95,10
12,43,56,89,12,7
73,55,70,9,8,10
36,91,60,90,51,1
84,97,42,60,23,10
52,27,6,36,77,2
48,80,45,3,83,3
60,68,55,88,66,10
85,89,8,12,100,1
58,96,54,77,80,6
75,84,66,13,69,3
17,56,25,63,88,10
10,48,1,58,83,4
46,29,24,77,50,4
26,37,45,71,60,9
57,14,33,67,94,5
21,69,5,6,68,1
75,56,9,41,99,10
92,81,78,10,77,6
87,28,79,57,81,5
39,9,32,44,21,10
14,6,76,90,48,10
97,16,90,23,84,5
96,89,24,80,34,1
13,82,24,31,42,4
23,15,11,60,93,1
24,26,95,88,45,9
93,44,33,31,6,6
68,14,67,38,58,1
23,73,40,37,25,9
46,76,22,14,62,4
34,59,95,75,63,3
36,19,97,24,90,6
47,28,64,91,79,2
36,2,1,55,66,3
59,17,94,42,93,8
29,67,57,8,49,8
71,8,52,6,63,2
81,72,83,49,33,3
100,25,70,11,99,3
42,42,62,72,42,2
7,18,55,50,1,7
38,30,88,42,42,5
58,13,9,44,9,2
19,92,57,72,26,5
19,98,14,41,35,8
65,3,49,17,53,2
16,59,43,52,48,1
73,37,75,66,51,9
72,36,89,42,4,8
68,38,2,39,89,10
73,43,87,75,56,10
96,40,13,86,57,5
81,57,52,40,75,8
83,17,69,31,58,2
59,79,56,50,98,6
83,75,59,51,61,10
79,38,18,9,40,6
55,47,90,20,23,2
92,11,64,37,28,8
69,7,18,18,10,8
75,100,50,44,36,7
36,5,89,47,68,7
21,49,22,56,53,2
55,62,41,39,9,5
100,1,47,54,50,7
93,94,46,83,3,10
48,33,13,88,35,10
30,12,86,20,53,10
79,55,34,96,43,5
67,45,21,18,35,9
98,74,96,20,99,7
75,57,52,70,72,9
2,38,82,41,75,2
82,33,35,51,64,2
83,55,80,15,55,6
66,74,22,24,87,1
75,43,96,48,43,10
78,89,8,61,89,3
68,9,68,27,74,4
12,94,24,77,40,3
86,2,65,16,69,1
80,94,81,92,99,1
58,2,21,21,84,5
50,73,72,76,85,3
97,14,57,64,67,1
6,12,94,16,83,8
18,26,90,17,49,5
64,74,26,60,16,7
41,37,53,42,23,8
75,19,12,7,10,7
34,63,30,72,83,3
31,86,37,41,23,3
18,69,85,67,71,8
47,69,22,93,5,6
12,96,48,3,68,9
20,67,34,61,39,7
64,20,35,92,71,9
63,48,64,61,33,4
65,44,1,6,40,2
46,43,8,73,92,3
77,92,20,1,74,9
4,55,38,61,33,4
3,59,32,10,10,4
90,62,34,94,7,10
45,88,94,87,1,7
61,40,88,91,71,5
15,72,6,41,7,10
1,70,68,8,79,8
50,84,44,72,21,6
54,87,60,82,12,2
64,58,64,96,6,10
66,15,61,70,73,3
5,27,31,27,17,8
10,96,75,79,69,9
55,7,44,28,76,2
21,2,26,52,19,8
53,96,57,71,45,10
2,40,11,78,69,9
20,92,82,99,95,5
62,74,50,35,45,2
87,25,4,37,73,6
23,76,70,58,73,2
89,87,26,60,98,8
74,60,50,60,99,9
97,52,43,52,80,2
5,2,78,58,14,5
33,63,99,40,7,5
58,58,88,90,1,5
34,28,14,87,9,3
46,80,42,74,3,1
25,74,49,33,77,1
95,76,68,24,71,9
65,87,74,3,81,3
23,34,54,2,35,10
98,25,27,8,67,2
22,27,36,63,98,8
83,57,95,2,3,1
27,54,55,13,65,9
47,26,50,94,40,6
90,22,21,45,66,4
35,51,2,46,55,4
48,43,53,37,39,6
93,11,33,24,24,2
96,100,99,37,55,8
56,100,3,76,61,6
89,60,47,85,72,9
31,59,94,73,1,2
24,31,54,70,11,2
96,24,91,6,74,7
41,66,62,53,93,2
8,50,91,44,57,1
65,59,42,96,52,6
74,50,72,75,50,6
56,76,37,71,97,8
94,77,50,76,70,10
36,62,86,5,20,4
48,71,48,68,67,10
62,52,62,27,76,5
1,79,98,43,75,3
4,20,36,39,11,3
5,22,23,78,67,6
9,64,46,25,77,6
28,85,88,65,80,2
98,87,47,83,6,3
74,38,62,1,12,1
15,20,3,27,25,8
97,73,11,99,87,4
1,74,5,16,41,5
63,51,94,56,69,8
70,37,67,17,14,10
95,10,17,100,61,2
94,10,40,57,93,10
52,91,14,44,85,2
80,5,45,25,11,6
32,45,89,9,41,4
21,72,60,77,73,6
47,86,44,13,45,10
17,96,77,65,90,5
53,82,38,88,19,7
71,20,51,89,18,9
39,75,53,10,17,1
3,19,38,8,25,4
90,2,8,65,15,7
89,5,20,82,50,1
54,75,19,94,94,5
9,43,100,29,25,8
42,22,50,28,38,7
50,100,44,45,32,8
29,8,32,97,67,9
36,62,7,94,95,1
13,74,28,52,24,9
98,69,67,82,13,8
1,4,65,74,53,1
96,32,4,53,2,8
47,46,48,78,63,4
91,53,82,18,89,3
100,11,24,12,86,5
96,49,64,17,87,5
38,35,97,89,34,5
91,51,24,28,46,4
71,88,32,55,35,4
52,60,59,2,95,3
100,19,34,50,13,4
43,46,96,96,33,5
34,55,36,73,82,1
81,25,67,92,33,7
35,49,37,48,62,6
79,92,35,81,100,2
96,88,48,39,33,5
24,87,39,89,3,4
33,10,29,18,58,9
66,89,1,93,79,2
88,2,56,89,13,1
95,19,83,82,29,7
62,93,18,17,70,3
85,85,56,30,34,3
7,84,1,20,77,9
26,66,20,62,34,7
33,25,71,91,57,7
68,72,84,14,16,5
78,24,71,100,85,2
93,26,42,32,7,8
96,97,6,93,10,9
38,55,68,20,44,4
66,33,74,53,24,6
34,50,18,74,3,5
16,9,46,9,83,5
71,61,5,10,91,6
46,46,25,83,31,9
25,92,28,2,72,10
65,5,62,27,87,7
18,45,54,60,42,6
80,18,97,8,23,10
92,87,30,73,63,8
1,62,4,82,8,7
88,33,55,52,99,6
64,3,28,53,20,5
35,19,70,20,78,5
62,62,52,25,20,6
43,61,30,79,81,7
95,62,39,58,41,3
48,16,84,59,60,9
45,89,37,42,8,6
13,37,8,1,65,1
91,62,7,54,22,7
73,73,59,70,45,8
68,86,71,9,72,6
70,63,56,87,34,1
56,63,58,58,58,2
65,42,34,32,8,1
13,10,7,70,91,10
22,99,20,27,19,3
39,11,67,97,76,4
51,38,10,54,26,2
27,20,89,71,84,9
21,19,65,85,92,1
62,39,78,27,9,8
65,32,17,30,65,8
51,30,28,61,42,3
28,100,40,53,56,7
97,75,4,50,2,3
43,62,75,47,22,5
39,15,64,28,57,1
19,10,9,14,13,7
55,14,88,65,43,2
31,5,9,70,4,9
47,47,23,90,50,4
3,28,71,88,74,5
40,56,27,79,93,8
34,13,2,54,82,1
9,58,79,83,85,4
26,15,86,72,37,8
34,88,37,51,96,7
30,24,8,16,82,10
52,43,55,73,28,1
64,43,11,5,83,9
85,88,34,46,86,1
53,94,6,77,70,1
53,64,83,92,57,7
86,34,93,55,72,7
16,88,72,37,52,2
29,86,29,98,2,6
82,75,45,82,12,2
74,43,1,100,19,4
100,37,85,72,43,5
34,57,33,45,83,1
6,22,87,86,83,10
64,28,94,91,43,9
65,37,61,29,61,1
75,86,66,22,42,10
40,42,51,17,91,7
17,11,30,57,48,1
72,6,46,58,7,10
90,69,52,55,45,5
60,70,90,50,66,7
97,53,96,33,77,9
47,97,44,98,6,2
46,28,61,12,100,7
24,64,30,2,51,9
49,5,3,20,38,3
27,28,82,3,3,2
57,47,41,89,74,6
100,91,8,13,60,5
50,94,81,11,58,6
28,44,39,83,30,2
93,100,8,99,89,4
99,16,6,78,66,3
10,17,57,58,10,8
96,3,55,2,39,5
98,31,66,42,66,2
53,67,36,25,85,9
81,77,49,18,100,9
46,76,33,47,43,4
56,25,96,8,93,6
19,43,89,2,29,7
58,73,55,53,25,10
87,64,60,19,90,9
64,20,32,46,64,8
1,5,34,95,17,3
30,2,56,77,38,5
46,9,94,2,47,4
30,65,79,39,32,1
70,70,93,31,58,3
70,31,47,47,64,6
3,62,8,40,15,7
11,60,24,45,22,2
90,58,48,71,23,10
52,47,32,43,80,4
38,69,97,79,1,2
96,56,16,28,40,9
36,28,18,44,51,5
26,2,5,28,5,1
95,69,75,8,8,4
88,13,23,18,10,8
50,59,29,18,7,5
42,32,62,86,88,9
31,31,38,82,9,3
21,52,56,46,23,9
91,44,37,84,48,7
67,19,21,18,64,8
76,67,41,79,78,1
40,92,50,43,60,9
80,31,89,17,24,7
